file_pathname,pattern_type,role
helix-core/src/main/java/org/apache/helix/participant/HelixStateMachineEngine.java,State,Context
helix-core/src/main/java/org/apache/helix/participant/HelixStateMachineEngine.java,State,state
helix-core/src/main/java/org/apache/helix/participant/HelixStateMachineEngine.java,State,Request()
helix-core/src/main/java/org/apache/helix/participant/CustomCodeInvoker.java,State,Context
helix-core/src/main/java/org/apache/helix/participant/CustomCodeCallbackHandler.java,State,State
helix-core/src/main/java/org/apache/helix/participant/CustomCodeInvoker.java,State,state
helix-core/src/main/java/org/apache/helix/participant/CustomCodeInvoker.java,State,Request()
helix-core/src/main/java/org/apache/helix/common/caches/PropertyCache.java,State,State
helix-core/src/main/java/org/apache/helix/common/caches/PropertyCache.java,State,Context
helix-core/src/main/java/org/apache/helix/common/caches/PropertyCache.java,State,state
helix-core/src/main/java/org/apache/helix/common/caches/PropertyCache.java,State,Request()
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/AssignmentMetadataStore.java,State,Context
helix-core/src/main/java/org/apache/helix/BucketDataAccessor.java,State,State
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/AssignmentMetadataStore.java,State,state
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/AssignmentMetadataStore.java,State,Request()
helix-core/src/main/java/org/apache/helix/messaging/handling/TaskExecutor.java,State,State
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/WagedRebalancer.java,State,Context
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/WagedRebalancer.java,State,state
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/WagedRebalancer.java,State,Request()
helix-core/src/main/java/org/apache/helix/manager/zk/ZKHelixManager.java,State,Context
helix-core/src/main/java/org/apache/helix/manager/zk/ZKHelixManager.java,State,state
helix-core/src/main/java/org/apache/helix/manager/zk/ZKHelixManager.java,State,Request()
helix-core/src/main/java/org/apache/helix/LiveInstanceInfoProvider.java,State,State
helix-core/src/main/java/org/apache/helix/controller/rebalancer/constraint/TotalCapacityConstraint.java,State,Context
helix-core/src/main/java/org/apache/helix/api/rebalancer/constraint/dataprovider/CapacityProvider.java,State,State
helix-core/src/main/java/org/apache/helix/controller/rebalancer/constraint/TotalCapacityConstraint.java,State,state
helix-core/src/main/java/org/apache/helix/controller/rebalancer/constraint/TotalCapacityConstraint.java,State,Request()
helix-core/src/main/java/org/apache/helix/controller/rebalancer/constraint/PartitionWeightAwareEvennessConstraint.java,State,Context
helix-core/src/main/java/org/apache/helix/controller/rebalancer/constraint/PartitionWeightAwareEvennessConstraint.java,State,state
helix-core/src/main/java/org/apache/helix/controller/rebalancer/constraint/PartitionWeightAwareEvennessConstraint.java,State,Request()
helix-core/src/main/java/org/apache/helix/controller/rebalancer/internal/MappingCalculator.java,State,State
helix-core/src/main/java/org/apache/helix/healthcheck/ParticipantHealthReportCollectorImpl.java,State,Context
helix-core/src/main/java/org/apache/helix/healthcheck/ParticipantHealthReportCollectorImpl.java,State,state
helix-core/src/main/java/org/apache/helix/healthcheck/ParticipantHealthReportCollectorImpl.java,State,Request()
helix-core/src/main/java/org/apache/helix/api/rebalancer/constraint/dataprovider/PartitionWeightProvider.java,State,State
helix-core/src/main/java/org/apache/helix/task/ThreadCountBasedTaskAssignmentCalculator.java,State,Context
helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssigner.java,State,State
helix-core/src/main/java/org/apache/helix/task/ThreadCountBasedTaskAssignmentCalculator.java,State,state
helix-core/src/main/java/org/apache/helix/task/ThreadCountBasedTaskAssignmentCalculator.java,State,Request()
helix-core/src/main/java/org/apache/helix/controller/rebalancer/strategy/AutoRebalanceStrategy.java,Strategy,Context
helix-core/src/main/java/org/apache/helix/controller/rebalancer/strategy/AutoRebalanceStrategy.java,Strategy,Strategy
helix-core/src/main/java/org/apache/helix/controller/rebalancer/strategy/AutoRebalanceStrategy.java,Strategy,strategy
helix-core/src/main/java/org/apache/helix/controller/rebalancer/strategy/AutoRebalanceStrategy.java,Strategy,ContextInterface()
helix-core/src/main/java/org/apache/helix/controller/strategy/AutoRebalanceStrategy.java,Strategy,Context
helix-core/src/main/java/org/apache/helix/controller/strategy/AutoRebalanceStrategy.java,Strategy,Strategy
helix-core/src/main/java/org/apache/helix/controller/strategy/AutoRebalanceStrategy.java,Strategy,strategy
helix-core/src/main/java/org/apache/helix/controller/strategy/AutoRebalanceStrategy.java,Strategy,ContextInterface()
helix-core/src/main/java/org/apache/helix/HelixManager.java,Bridge,Implementor
helix-core/src/main/java/org/apache/helix/task/UserContentStore.java,Bridge,Abstraction
helix-core/src/main/java/org/apache/helix/task/UserContentStore.java,Bridge,implementor
helix-core/src/main/java/org/apache/helix/task/UserContentStore.java,Bridge,Operation()
helix-core/src/main/java/org/apache/helix/common/caches/AbstractDataCache.java,Bridge,Abstraction
helix-core/src/main/java/org/apache/helix/common/controllers/ControlContextProvider.java,Bridge,Implementor
helix-core/src/main/java/org/apache/helix/common/caches/AbstractDataCache.java,Bridge,implementor
helix-core/src/main/java/org/apache/helix/common/caches/AbstractDataCache.java,Bridge,Operation()
helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java,Bridge,Abstraction
helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java,Bridge,implementor
helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java,Bridge,Operation()
helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java,Bridge,Abstraction
helix-core/src/main/java/org/apache/helix/controller/rebalancer/StatefulRebalancer.java,Bridge,Implementor
helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java,Bridge,implementor
helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java,Bridge,Operation()
helix-core/src/main/java/org/apache/helix/tools/ClusterVerifiers/ZkHelixClusterVerifier.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/tools/ClusterVerifiers/ZkHelixClusterVerifier.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/tools/ClusterVerifier.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/tools/ClusterVerifier.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/participant/AbstractHelixLeaderStandbyStateModel.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/participant/AbstractHelixLeaderStandbyStateModel.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/controller/pipeline/AbstractAsyncBaseStage.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/controller/pipeline/AbstractAsyncBaseStage.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/controller/changedetector/trimmer/HelixPropertyTrimmer.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/controller/changedetector/trimmer/HelixPropertyTrimmer.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/constraints/SoftConstraint.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/controller/rebalancer/waged/constraints/SoftConstraint.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/controller/rebalancer/strategy/AbstractEvenDistributionRebalanceStrategy.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/controller/rebalancer/strategy/AbstractEvenDistributionRebalanceStrategy.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/common/DedupEventProcessor.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/common/DedupEventProcessor.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/common/caches/ParticipantStateCache.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/common/caches/ParticipantStateCache.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/task/TaskRebalancer.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/task/TaskRebalancer.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ClusterMBeanObserver.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ClusterMBeanObserver.java,Template Method,TemplateMethod()
helix-core/src/main/java/org/apache/helix/messaging/AsyncCallback.java,Template Method,AbstractClass
helix-core/src/main/java/org/apache/helix/messaging/AsyncCallback.java,Template Method,TemplateMethod()
