project,brooks_tax_median,inj_rate_pre_med,inj_rate_post_med,inj_rate_increase,leak_rate,n_hires,n_szz_pairs,window_days,latency_days,seed
tomcat,0.0551530533764037,0.216666666666667,0.2,-0.0333333333333333,0.876115189158668,50,8855,90,30,1
