project,brooks_tax_median,inj_rate_pre_med,inj_rate_post_med,inj_rate_increase,leak_rate,n_hires,n_szz_pairs,window_days,latency_days,seed
junit5,0.222222222222222,0.222222222222222,0.211111111111111,-0.0111111111111111,0.604449313221539,169,11867,90,30,1
