project,brooks_tax_median,inj_rate_pre_med,inj_rate_post_med,inj_rate_increase,leak_rate,n_hires,n_szz_pairs,window_days,latency_days,seed
kaiaulu,-1.13392857142857,0.0166666666666667,0.0833333333333333,0.0333333333333333,0.417808219178082,6,146,90,30,1
