project,brooks_tax_median,inj_rate_pre_med,inj_rate_post_med,inj_rate_increase,leak_rate,n_hires,n_szz_pairs,window_days,latency_days,seed
ambari,0.0294384057971015,1.92777777777778,1.72777777777778,0.0944444444444444,0.697098549274637,126,15992,90,30,1
