project,brooks_tax_median,inj_rate_pre_med,inj_rate_post_med,inj_rate_increase,leak_rate,n_hires,n_szz_pairs,window_days,latency_days,seed
camel,-0.144230769230769,0.522222222222222,0.488888888888889,-0.188888888888889,0.712137486573577,5,931,90,30,1
