project,pay_rate_median,pay_rate_mean,born_rate_median,born_rate_mean,n_refactor_events,n_commits,window_days,seed
ambari,0.526700481206919,0.476507572940296,0.27002700270027,0.261492311429302,66037,6374,90,1
